state,crop_year,season,crop,yield_kg_ha
Gujarat,2008,Rabi,Onion,27625.0
Bihar,2002,Kharif,Groundnut,493.2614555256065
Tamil Nadu,2012,Kharif,Maize,3251.5255005978315
Jharkhand,2014,Autumn,Ragi,974.8071979434447
Karnataka,2016,Whole Year,Black pepper,606.1304509087056
Madhya Pradesh,2009,Whole Year,Sesamum,435.99862731640354
Bihar,2015,Kharif,Small millets,756.359525155455
Tamil Nadu,2008,Kharif,Small millets,766.7999522559084
Puducherry,2026,Kharif,Bajra,2876.828554710357
Uttarakhand,2009,Kharif,Other Kharif pulses,858.4629053753887
Meghalaya,2026,Rabi,Masoor,2030.0057431764471
Tamil Nadu,2017,Rabi,Other  Rabi pulses,660.2833414753297
Uttar Pradesh,2019,Rabi,Wheat,3675.1738441314005
Maharashtra,2004,Kharif,Other Cereals,556.0
Bihar,2004,Rabi,Rapeseed &Mustard,804.6611800943306
Jharkhand,2018,Kharif,Horse-gram,662.1122383158389
Telangana,2025,Rabi,Safflower,421.8734405434555
West Bengal,2011,Kharif,Small millets,664.7058823529412
Himachal Pradesh,2017,Rabi,Linseed,298.87920298879203
Bihar,2017,Kharif,Sannhamp,807.5517661388551
Jharkhand,2007,Rabi,Gram,801.6892330812163
Kerala,2009,Whole Year,Tobacco,1172.4137931034484
Chhattisgarh,2021,Kharif,Cotton(lint),1976.4245490121218
Assam,2019,Rabi,Rapeseed &Mustard,616.5519208758484
Andhra Pradesh,2011,Kharif,Soyabean,1615.5661823309424
Andhra Pradesh,2026,Kharif,Jowar,2335.2724385071365
Uttarakhand,2020,Kharif,Potato,8621.594684385382
Telangana,2024,Kharif,other oilseeds,80365.7951304644
Gujarat,2010,Rabi,Rapeseed &Mustard,1568.0287382128424
Bihar,2016,Rabi,Onion,11858.735514155787
Andhra Pradesh,2022,Kharif,Arhar/Tur,504.63805482707477
Puducherry,2015,Kharif,Ragi,2382.3529411764707
West Bengal,2026,Whole Year,Mango,7937.884280681349
West Bengal,2000,Kharif,Mesta,7678.817372142135
Madhya Pradesh,2011,Kharif,Sannhamp,1340.2375875723424
Andhra Pradesh,2013,Kharif,Ginger,3824.0223463687153
Chhattisgarh,2004,Whole Year,Turmeric,869.9186991869918
Odisha,2000,Rabi,Safflower,561.1510791366907
Kerala,2003,Whole Year,Tobacco,5565.789473684211
Uttarakhand,2016,Rabi,Linseed,400.0
Puducherry,2012,Kharif,Rice,3269.738690643439
Karnataka,2003,Whole Year,Tobacco,562.0295767465578
Jammu and Kashmir,2018,Rabi,Wheat,2329.505144129243
Jharkhand,2023,Whole Year,Sugarcane,78346.45540939247
Uttar Pradesh,2010,Rabi,Gram,929.9250029371074
Andhra Pradesh,2026,Rabi,Rapeseed &Mustard,808.4535327593912
Maharashtra,2017,Kharif,Maize,3116.885079556985
Himachal Pradesh,2015,Rabi,Garlic,1484.3324250681198
Tamil Nadu,2023,Kharif,Small millets,1499.0985650537227
Chhattisgarh,2005,Rabi,Khesari,454.6635404659611
Karnataka,2007,Rabi,Other  Rabi pulses,261.78786206095117
Chhattisgarh,2002,Rabi,Other  Rabi pulses,338.2352941176471
Nagaland,2002,Rabi,Barley,1900.0
West Bengal,2014,Autumn,Maize,2688.627105581856
Madhya Pradesh,2026,Whole Year,Onion,28141.80443635029
Mizoram,2011,Kharif,Cowpea(Lobia),1051.1896178803172
Andhra Pradesh,2004,Whole Year,Ginger,5822.744260544581
Manipur,2022,Kharif,Groundnut,1054.6366297400089
Gujarat,2024,Kharif,Castor seed,1938.9008661969435
Chhattisgarh,2002,Whole Year,Turmeric,861.7647058823529
Uttarakhand,2005,Kharif,Other Cereals,1070.741648462891
Jharkhand,2011,Autumn,Maize,1397.5216514234578
Puducherry,2008,Kharif,Sunflower,666.6666666666666
Karnataka,2022,Kharif,Groundnut,1353.2775480766315
Gujarat,2019,Kharif,Moth,461.63162903365344
Haryana,2016,Kharif,Jowar,534.0909090909091
Nagaland,2004,Rabi,Gram,735.2941176470588
Chhattisgarh,2010,Kharif,Urad,287.4387207221228
Maharashtra,2017,Summer,Other Summer Pulses,319.31608133086877
Mizoram,2001,Rabi,Rapeseed &Mustard,871.2910986367282
Gujarat,2012,Kharif,Sesamum,335.71996817820207
Andhra Pradesh,2019,Kharif,Cashewnut,1000.0
Punjab,2015,Whole Year,Sugarcane,73411.11111111111
West Bengal,2024,Rabi,Arhar/Tur,1997.348392766984
West Bengal,2016,Rabi,Horse-gram,548.6111111111111
Bihar,2008,Rabi,Barley,1094.225342418611
Madhya Pradesh,2015,Rabi,Gram,1114.645460569914
Madhya Pradesh,2004,Kharif,Rice,777.4424907476098
West Bengal,2006,Rabi,Gram,768.2301678841471
Madhya Pradesh,2004,Rabi,Mustard,1255.4688181991273
Arunachal Pradesh,2000,Whole Year,Ginger,7393.171344784248
Tamil Nadu,2018,Kharif,Sesamum,475.2035529237602
Tripura,2014,Rabi,Gram,813.664596273292
Bihar,2010,Rabi,Onion,18475.106521301164
Jharkhand,2003,Rabi,Barley,882.7785177285822
Chhattisgarh,2011,Kharif,Other Kharif pulses,248.14603536794067
West Bengal,2024,Whole Year,Mango,9328.854444907976
Bihar,2008,Kharif,Bajra,1198.3108108108108
Karnataka,2019,Rabi,Linseed,487.7750611246944
Karnataka,2014,Kharif,Maize,3129.948212727705
Uttar Pradesh,2023,Rabi,Masoor,950.9833101960598
Jammu and Kashmir,2023,Kharif,Sannhamp,819.1503892910805
Madhya Pradesh,2014,Kharif,Niger seed,428.57142857142856
Gujarat,2014,Kharif,Maize,1255.8940114253144
Mizoram,2019,Kharif,Arhar/Tur,1120.6896551724137
Gujarat,2000,Kharif,Rice,809.9400171379606
Jammu and Kashmir,2019,Kharif,Horse-gram,350.2377179080824
Gujarat,2023,Rabi,Wheat,3389.5388314258958
Himachal Pradesh,2017,Kharif,Horse-gram,581.1648079306071
Telangana,2026,Kharif,Dry chillies,8617.36544868913
Chhattisgarh,2015,Whole Year,Coriander,288.7788778877888
Karnataka,2009,Kharif,Moong(Green Gram),122.89621839095977
Uttar Pradesh,2017,Kharif,Jowar,1270.005025274173
Madhya Pradesh,2025,Whole Year,Onion,24967.576024479375
Odisha,2019,Winter,Potato,10680.236524903343
West Bengal,2019,Kharif,Soyabean,779.1164658634539
Tamil Nadu,2026,Whole Year,Sweet potato,27232.03732503888
Uttarakhand,2002,Kharif,Other Kharif pulses,589.3581704168204
Puducherry,2026,Kharif,Rice,3490.9064129081476
Himachal Pradesh,2021,Kharif,Turmeric,607.9337263023738
Karnataka,2000,Kharif,Arhar/Tur,452.2129922455612
Tamil Nadu,2005,Kharif,Ginger,19295.454545454544
Bihar,2022,Autumn,Rice,2198.9454619554795
Puducherry,2018,Kharif,Dry chillies,14000.0
Karnataka,2018,Whole Year,Garlic,6627.808287568647
Rajasthan,2013,Rabi,Barley,2650.824894126671
Gujarat,2025,Kharif,Bajra,2405.9452165797325
Assam,2013,Whole Year,Onion,3874.663797740721
Delhi,2007,Rabi,Gram,1446.8085106382978
Tripura,2025,Kharif,Jute,9119.89574283232
Mizoram,2024,Rabi,Rapeseed &Mustard,953.7093159296901
Uttar Pradesh,2018,Rabi,Masoor,1026.1856159905483
Maharashtra,2003,Rabi,Gram,529.5523138832998
Tripura,2002,Whole Year,other oilseeds,703.5778532880272
Assam,2025,Whole Year,Potato,7486.847727798734
Himachal Pradesh,2002,Kharif,Bajra,558.8235294117648
Bihar,2024,Kharif,Sannhamp,704.5551298424862
Maharashtra,2024,Whole Year,Banana,36762.67249462253
Punjab,2004,Kharif,Maize,2740.2597402597403
Himachal Pradesh,2001,Whole Year,Sugarcane,4257.685009487666
Uttarakhand,2010,Kharif,Arhar/Tur,684.1569026999491
Bihar,2023,Rabi,Khesari,1046.5069429188254
Madhya Pradesh,2012,Kharif,Rice,1734.1561906633533
Tamil Nadu,2000,Whole Year,Sweet potato,11551.310043668122
Arunachal Pradesh,2009,Whole Year,Ginger,7758.631463833776
Karnataka,2009,Kharif,Sunflower,287.38497277378474
Bihar,2023,Rabi,Lentil,1001.7548220089008
Kerala,2009,Whole Year,Tapioca,33705.492158825495
Meghalaya,2017,Kharif,Cotton(lint),1211.7160578911096
Puducherry,2002,Kharif,Cotton(lint),5207.006369426752
Tamil Nadu,2005,Kharif,Castor seed,330.949827195805
Odisha,2018,Autumn,Ragi,684.6434026553871
Andhra Pradesh,2026,Whole Year,Ginger,3503.078412076159
Jharkhand,2018,Kharif,Arhar/Tur,1014.2918975069252
Himachal Pradesh,2010,Rabi,Wheat,1541.2266239306384
Jammu and Kashmir,2023,Kharif,Rice,1944.1060124756073
Karnataka,2010,Kharif,Urad,363.34285569397724
Karnataka,2022,Kharif,Urad,452.1917555121428
Gujarat,2005,Kharif,Other Cereals,265.06024096385545
Karnataka,2022,Kharif,Niger seed,232.29105408855548
Kerala,2008,Autumn,Rice,2428.4148599790883
Uttar Pradesh,2009,Rabi,Peas & beans (Pulses),1283.299520206148
Himachal Pradesh,2026,Rabi,Onion,8711.056319750844
Arunachal Pradesh,2023,Kharif,Moong(Green Gram),1161.0297789986264
Puducherry,2015,Rabi,Tobacco,20995.215311004784
Kerala,2012,Whole Year,Garlic,9138.888888888889
Puducherry,2003,Whole Year,Arecanut,1203.125
Andhra Pradesh,2014,Kharif,Tapioca,19612.332339791355
Jammu and Kashmir,2002,Whole Year,other oilseeds,444.44444444444446
Maharashtra,2010,Rabi,Onion,18526.801804867882
Andhra Pradesh,2002,Kharif,Cotton(lint),1351.6421544827792
Uttar Pradesh,2015,Kharif,Soyabean,175.0323560857577
Andhra Pradesh,2011,Whole Year,Mango,7192.218828314645
West Bengal,2025,Kharif,Moong(Green Gram),1023.1476681193884
Assam,2024,Rabi,Arecanut,874.1051725771123
Manipur,2010,Rabi,Peas & beans (Pulses),876.3500931098696
Jammu and Kashmir,2005,Kharif,Rapeseed &Mustard,399.93794601303136
Haryana,2024,Whole Year,Garlic,11778.099193329683
Assam,2010,Rabi,Wheat,1255.6061824354508
Kerala,2014,Whole Year,Tobacco,1615.3846153846155
Uttar Pradesh,2007,Kharif,Sannhamp,193.84129490722464
Andhra Pradesh,2019,Kharif,Groundnut,1095.1459388069557
Karnataka,2025,Kharif,Castor seed,446.9613477389905
Bihar,2022,Rabi,Wheat,2889.1627667917965
Punjab,2026,Kharif,Jowar,1063.6236609222171
Madhya Pradesh,2009,Kharif,Cowpea(Lobia),357.95454545454544
Odisha,2017,Rabi,Onion,18845.771202754728
Uttar Pradesh,2025,Kharif,Sesamum,220.03031862034246
Meghalaya,2015,Rabi,Onion,8819.57773512476
Nagaland,2025,Kharif,Small millets,1124.3963111272903
Uttar Pradesh,2025,Rabi,Peas & beans (Pulses),1206.8973170780555
Jammu and Kashmir,2003,Kharif,Urad,416.8663152850982
West Bengal,2011,Rabi,Wheat,2765.310033929018
Odisha,2001,Rabi,Other  Rabi pulses,592.9253228523302
Chhattisgarh,2023,Kharif,Potato,6816.929735485207
Karnataka,2025,Whole Year,Black pepper,83.11534473644876
Bihar,2011,Kharif,Bajra,1124.9719542293021
Himachal Pradesh,2009,Rabi,Barley,769.662654041966
Jammu and Kashmir,2025,Kharif,Urad,408.93440243299295
Manipur,2003,Rabi,Rapeseed &Mustard,500.0
Haryana,2011,Whole Year,Coriander,1090.909090909091
Himachal Pradesh,2001,Rabi,Rapeseed &Mustard,527.775103494753
Jharkhand,2001,Rabi,Wheat,2554.116127208814
Delhi,2008,Whole Year,Potato,16772.151898734177
Andhra Pradesh,2023,Rabi,Gram,845.7965658807447
Nagaland,2023,Kharif,Jute,1590.8804223410966
Puducherry,2003,Kharif,Rice,2673.169758627568
Uttarakhand,2012,Rabi,Peas & beans (Pulses),983.6521170508419
West Bengal,2006,Kharif,Mesta,9785.714285714286
West Bengal,2001,Whole Year,Mango,4818.239016821455
Madhya Pradesh,2022,Kharif,Rice,1865.164713962532
Punjab,2004,Kharif,Moong(Green Gram),800.0
Kerala,2007,Whole Year,Turmeric,2356.2599049128366
Nagaland,2010,Rabi,Linseed,803.5087719298245
Nagaland,2014,Kharif,Ginger,9121.546961325967
West Bengal,2004,Whole Year,Sesamum,843.3501723242529
Uttarakhand,2016,Whole Year,Tobacco,1888.888888888889
Uttar Pradesh,2005,Summer,Sunflower,1277.6410826256051
Nagaland,2021,Kharif,Peas & beans (Pulses),1369.995827646439
West Bengal,2024,Kharif,Ginger,2144.388307539633
Manipur,2017,Rabi,Peas & beans (Pulses),937.4556955122962
Himachal Pradesh,2025,Kharif,Moth,692.6829268292684
West Bengal,2013,Rabi,Rapeseed &Mustard,1065.7458575851945
West Bengal,2019,Autumn,Jowar,527.7777777777778
Arunachal Pradesh,2012,Whole Year,Oilseeds total,954.7715689565722
Chhattisgarh,2011,Kharif,Potato,5367.081754195993
Chhattisgarh,2016,Rabi,Linseed,615.7106025711001
Karnataka,2007,Whole Year,Coriander,349.0580725517671
Jharkhand,2026,Autumn,Rice,1965.4909607945876
Madhya Pradesh,2017,Kharif,Moong(Green Gram),600.3064798598949
Andhra Pradesh,2012,Kharif,Cowpea(Lobia),400.0
Tamil Nadu,2014,Whole Year,Cashewnut,410.70084586782895
Himachal Pradesh,2007,Kharif,Ragi,1349.0514905149053
Tamil Nadu,2022,Kharif,Bajra,2609.2526965043776
Uttarakhand,2007,Kharif,Urad,769.2172845998773
West Bengal,2012,Rabi,Rapeseed &Mustard,1062.4588850751145
Mizoram,2000,Kharif,Rice,1999.9035475221358
Nagaland,2005,Kharif,Sesamum,681.8181818181819
Madhya Pradesh,2005,Kharif,Soyabean,1050.0000437042308
Haryana,2011,Kharif,Urad,347.73969200198707
Kerala,2020,Kharif,Ginger,9872.793440158952
Haryana,2024,Rabi,other oilseeds,2294.022639617939
Kerala,2023,Whole Year,Potato,13030.905935854475
Bihar,2014,Kharif,Moong(Green Gram),838.0537400145244
Himachal Pradesh,2009,Kharif,Peas & beans (Pulses),915.5446756425948
Punjab,2022,Kharif,Maize,4383.186253213428
Andhra Pradesh,2009,Kharif,Arhar/Tur,432.6652858628807
Bihar,2010,Rabi,Masoor,939.3834109281264
Madhya Pradesh,2016,Whole Year,Turmeric,17829.110606325354
Uttarakhand,2019,Whole Year,Onion,16181.922855497985
Madhya Pradesh,2019,Kharif,Bajra,2312.999034317074
Maharashtra,2008,Kharif,Sunflower,523.4657039711192
Tamil Nadu,2018,Rabi,Rapeseed &Mustard,232.78688524590163
Bihar,2002,Whole Year,Sugarcane,42141.41884963177
West Bengal,2001,Kharif,Ginger,1975.900651666052
Chhattisgarh,2024,Whole Year,Dry chillies,842.0791114575214
Assam,2015,Rabi,Arecanut,848.391754477589
Jharkhand,2008,Rabi,Rapeseed &Mustard,633.4406205195959
Telangana,2013,Kharif,Small millets,753.968253968254
Odisha,2003,Rabi,Wheat,1465.5878338857476
Gujarat,2023,Kharif,Soyabean,1585.237251085265
Madhya Pradesh,2013,Kharif,Arhar/Tur,719.9987869874074
West Bengal,2007,Kharif,Jowar,420.7353827606992
Delhi,2014,Kharif,Jowar,905.922270203578
Goa,2026,Kharif,Rice,3094.0993883162914
Uttarakhand,2012,Kharif,Horse-gram,800.5889389896015
Mizoram,2004,Kharif,Cotton(lint),3373.702422145329
Karnataka,2003,Whole Year,Sweet potato,8021.787709497206
Himachal Pradesh,2019,Kharif,Turmeric,691.2280701754386
Rajasthan,2004,Rabi,Mustard,1145.116495026427
Gujarat,2021,Kharif,Cotton(lint),3755.142509250758
Punjab,2008,Rabi,Wheat,4539.238315060588
Uttar Pradesh,2003,Whole Year,Tobacco,6663.573383510093
Telangana,2015,Kharif,Castor seed,357.75652798007303
Gujarat,2020,Kharif,Rice,3769.949111749286
Uttarakhand,2023,Whole Year,Onion,11143.962640417374
Andhra Pradesh,2009,Rabi,Wheat,1045.2795786061588
Himachal Pradesh,2017,Kharif,Turmeric,625.0
Himachal Pradesh,2005,Whole Year,Sugarcane,9692.54538431827
Jammu and Kashmir,2001,Whole Year,Sannhamp,494.4649446494465
Kerala,2022,Kharif,Other Kharif pulses,2896.7346965415063
Gujarat,2011,Kharif,Tobacco,1876.996805111821
Kerala,2018,Kharif,Other Kharif pulses,858.5426955370133
Haryana,2021,Kharif,Urad,815.4446842734784
Andhra Pradesh,2012,Kharif,Arhar/Tur,522.9166666666666
Bihar,2011,Kharif,Arhar/Tur,1901.1436062016905
Haryana,2016,Kharif,Horse-gram,500.0
Chhattisgarh,2026,Rabi,Other  Rabi pulses,288.2226888955556
West Bengal,2026,Autumn,Ragi,663.239577827168
Meghalaya,2019,Kharif,Tapioca,6574.115044247787
Gujarat,2025,Rabi,Onion,26974.63888460261
Kerala,2006,Kharif,Jowar,508.48385331143953
West Bengal,2024,Whole Year,Cardamom,5943.583480032438
Andhra Pradesh,2017,Kharif,Castor seed,651.242557597722
Uttarakhand,2006,Whole Year,Tobacco,3384.6153846153848
Jammu and Kashmir,2005,Kharif,Peas & beans (Pulses),456.7901234567901
West Bengal,2009,Kharif,Jute,15178.219787911095
Maharashtra,2001,Kharif,Sesamum,322.153574580759
Tamil Nadu,2021,Kharif,Urad,759.7442476728385
Telangana,2013,Rabi,Safflower,708.4021863480361
Mizoram,2011,Kharif,Soyabean,1252.9509486753518
Odisha,2023,Autumn,Jute,10.001175072789232
Manipur,2000,Kharif,Ginger,1657.8947368421052
Odisha,2025,Autumn,Moong(Green Gram),499.4431329740199
Assam,2005,Whole Year,Arecanut,938.2095088231988
Assam,2012,Whole Year,Sweet potato,4134.937071849609
Kerala,2022,Whole Year,Cowpea(Lobia),10.003721296762473
Uttarakhand,2016,Rabi,Other  Rabi pulses,789.4736842105264
Bihar,2008,Autumn,Rice,1330.135753887564
Uttarakhand,2002,Whole Year,Garlic,7574.770642201835
Meghalaya,2021,Autumn,Rice,2695.7973397130936
West Bengal,2018,Autumn,Groundnut,984.4268572887414
Assam,2003,Rabi,Moong(Green Gram),462.54114549045426
Karnataka,2007,Kharif,Arhar/Tur,662.1482347137722
Kerala,2011,Whole Year,Cardamom,84.95887191539366
Jammu and Kashmir,2002,Rabi,Masoor,476.6839378238342
Assam,2022,Kharif,Jute,11646.335468196787
Madhya Pradesh,2026,Rabi,Barley,2859.2770223213147
Arunachal Pradesh,2008,Whole Year,Ginger,7424.4808055380745
Karnataka,2017,Kharif,Maize,4352.498956338616
Mizoram,2016,Whole Year,Tobacco,914.4144144144144
West Bengal,2016,Rabi,Moth,937.5
Nagaland,2005,Rabi,Gram,1000.0
Chhattisgarh,2021,Whole Year,Garlic,3217.8050263477908
West Bengal,2006,Rabi,Onion,18760.26364063456
Uttar Pradesh,2022,Rabi,Gram,1090.374591270108
Bihar,2021,Whole Year,Dry chillies,1590.0653917178922
Tamil Nadu,2024,Whole Year,Onion,9177.399007092139
West Bengal,2025,Kharif,Jowar,127.49153253604293
Tamil Nadu,2021,Kharif,Cotton(lint),2359.0268694828424
Haryana,2024,Rabi,Masoor,868.4068359714319
Karnataka,2012,Whole Year,Tobacco,626.1954418202657
Nagaland,2024,Kharif,Rice,2839.4594218011
Andhra Pradesh,2022,Rabi,Safflower,593.368696040014
Uttarakhand,2019,Kharif,other oilseeds,750.0
Assam,2003,Whole Year,Potato,6971.910545099751
Chhattisgarh,2002,Rabi,Barley,782.9225790390839
Meghalaya,2005,Autumn,Rice,1339.1884448252647
Rajasthan,2021,Kharif,Jowar,1519.1764906384296
Tripura,2014,Rabi,Rapeseed &Mustard,829.9629255139872
Maharashtra,2025,Kharif,Turmeric,6893.530853188944
Telangana,2016,Rabi,Garlic,2361.256544502618
Assam,2016,Whole Year,Tapioca,9200.857317819964
Uttar Pradesh,2018,Rabi,Turmeric,1347.1830985915492
Rajasthan,2014,Kharif,Cotton(lint),471.8853288044328
Jammu and Kashmir,2021,Kharif,Potato,12686.395045878488
Andhra Pradesh,2021,Kharif,Moong(Green Gram),652.2371387431698
Haryana,2020,Kharif,Cotton(lint),573.5015261902703
Nagaland,2021,Rabi,Barley,812.1100716403012
Nagaland,2000,Rabi,Wheat,2000.0
Nagaland,2024,Rabi,Gram,738.5707730576955
Chhattisgarh,2019,Whole Year,Sunflower,468.99841017488075
Jharkhand,2017,Rabi,Potato,25285.64223088733
Madhya Pradesh,2023,Whole Year,Potato,19758.351478294062
Madhya Pradesh,2003,Kharif,Maize,2067.999973292322
Chhattisgarh,2008,Kharif,Horse-gram,314.43173521538085
Telangana,2023,Rabi,Safflower,429.39353403176034
Arunachal Pradesh,2009,Whole Year,Oilseeds total,1776.9453683274608
Gujarat,2019,Kharif,Cotton(lint),3248.782130582121
Haryana,2019,Kharif,Maize,2857.8512396694214
Andhra Pradesh,2014,Kharif,Groundnut,409.85686353527666
Uttar Pradesh,2026,Rabi,Turmeric,1535.3019200243536
Himachal Pradesh,2021,Kharif,Ginger,3153.505406492769
Bihar,2003,Kharif,Maize,1690.974018453461
Tamil Nadu,2012,Kharif,Horse-gram,400.8345799543343
Madhya Pradesh,2022,Kharif,Cowpea(Lobia),10.000346032734697
Mizoram,2005,Kharif,Moong(Green Gram),1277.7777777777778
Haryana,2004,Whole Year,Potato,24843.057607090104
Jammu and Kashmir,2009,Rabi,Linseed,577.7777777777778
Kerala,2025,Whole Year,Rubber,1686.9859300815112
Nagaland,2017,Kharif,Soyabean,1258.7859424920127
Tamil Nadu,2018,Kharif,Castor seed,320.8578637510513
Andhra Pradesh,2017,Kharif,Other Kharif pulses,643.6691493531948
Madhya Pradesh,2021,Whole Year,Onion,25324.32870356064
Himachal Pradesh,2007,Kharif,Sesamum,353.87618516452875
Uttarakhand,2020,Rabi,Wheat,3152.885873972455
Maharashtra,2008,Rabi,Linseed,206.8062827225131
Punjab,2011,Kharif,Arhar/Tur,870.9677419354839
Goa,2022,Kharif,Rice,2760.4524965313203
Jharkhand,2025,Kharif,Other Kharif pulses,450.01693744175583
Uttar Pradesh,2014,Kharif,Sweet potato,12387.274995544467
Manipur,2021,Whole Year,Sugarcane,60808.254695015516
Kerala,2019,Whole Year,Tapioca,41769.50217496375
Punjab,2025,Whole Year,Sugarcane,78895.45676517372
Tamil Nadu,2007,Whole Year,Tapioca,42203.03086543129
Assam,2004,Rabi,Moong(Green Gram),470.17688194158785
Andhra Pradesh,2022,Kharif,Small millets,896.0490554172446
Haryana,2009,Whole Year,Sugarcane,51520.12731934673
Madhya Pradesh,2011,Whole Year,Dry chillies,1646.0086756649328
Meghalaya,2023,Rabi,Rapeseed &Mustard,926.1631333942911
Assam,2001,Rabi,Masoor,526.4220011263375
Tamil Nadu,2021,Whole Year,Arecanut,2332.5993474283773
Andhra Pradesh,2017,Kharif,Sweet potato,12553.191489361701
Uttarakhand,2012,Kharif,Sesamum,273.3408323959505
Madhya Pradesh,2007,Kharif,Urad,341.42253226025116
Uttarakhand,2015,Kharif,Sesamum,272.94117647058823
Jammu and Kashmir,2008,Rabi,Linseed,769.8412698412699
Haryana,2006,Kharif,Jowar,302.8331725700442
Gujarat,2001,Kharif,Other Kharif pulses,417.84037558685446
Himachal Pradesh,2023,Kharif,Cotton(lint),462.111801242236
Bihar,2019,Kharif,Groundnut,1020.2140309155767
Himachal Pradesh,2011,Whole Year,Sugarcane,14118.454499237418
Maharashtra,2021,Whole Year,Sugarcane,64195.96929343093
Andhra Pradesh,2009,Rabi,Linseed,148.5884101040119
Punjab,2001,Rabi,Linseed,1000.0
Gujarat,2023,Kharif,Moong(Green Gram),759.6366481970077
Rajasthan,2005,Kharif,Cotton(lint),461.83533080512535
Gujarat,2011,Whole Year,other oilseeds,547.4137931034483
Jharkhand,2021,Autumn,Ragi,999.6750737295364
West Bengal,2023,Kharif,Sannhamp,4348.721324873154
Gujarat,2017,Kharif,Other Kharif pulses,631.578947368421
West Bengal,2010,Kharif,Small millets,667.0168067226891
Punjab,2020,Kharif,Bajra,1888.742286104442
Kerala,2023,Whole Year,Urad,10.013408267480672
Jammu and Kashmir,2000,Whole Year,Sannhamp,494.54545454545456
Bihar,2021,Kharif,Jute,15333.786076091856
Mizoram,2025,Kharif,Cotton(lint),10.015188912094171
Uttarakhand,2021,Whole Year,Onion,10111.280478674662
Karnataka,2022,Kharif,Soyabean,1095.7002861152616
Delhi,2014,Whole Year,Potato,21268.34862385321
West Bengal,2014,Rabi,Onion,18136.605346987264
Haryana,2018,Rabi,Gram,1385.3006681514476
Himachal Pradesh,2009,Kharif,Maize,1827.1048487417256
Gujarat,2005,Rabi,Wheat,2700.5123428039124
